row_ID,mz_rt,mz,rt,40TT_10M2_neq_16,FreshJuice1_neq_24,FreshJuice3_neg_64,40TT_10M5_neg_40,40TT_10M4_neg_26,FreshJuice4_neg_38,FreshJuice6_neg_45,FreshJuice5_neg_73,40TT_10M6_neg_72,40TT_10M3_neg_46,FreshJuice2_neg_54,MEF_SS6_neg_75,MEF_SS4_neg_68,MEF_SS1_neg_56,MEF_SS2_neg_34,MEF_SS3_neg_52,MEF1_neg_41,MEF2_neg_60,QC11_neg_78,QC4_neg_28,QC10_neg_74,QC2_neg_13,MEF4_neg_29,MEF5_neg_50,MEF3_neg_44,QC9_neg_67,QC5_neg_35,QC6_neg_43,QC3_neq_20,QC7_neg_51,QC8_neg_59,QC12_neg_79,QC1_neg_12
1528,100.0402_0.8975,100.0402429,0.8975327,12623.705,12023.159,13652.454,11759.035,11409.089,13704.267,11589.513,13904.639,12582.365,12289.652,13125.755,11607.853,12910.261,10724.819,9979.047,11184.081,10983.453,11319.18,13470.114,13730.859,12069.027,13325.6,11358.533,11670.782,13886.385,11914.959,11789.217,11772.166,11308.223,11150.521,11563.439,12009.428,11507.536
625,100.9439_0.3382,100.9438869,0.33815444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13279.143,14138.209,16645.283,15065.035,13860.484,96104.22,43299.195,5929.2617,5456.804,4993.207,6165.4575,19994.375,21388.893,28309.137,6696.0415,7697.496,4621.732,3726.5447,3754.0027,6900.2744,5218.6255,7507.896
498,101.0222_0.3207,101.0222026,0.3207379,85662.65,88496.35,96339.53,86424.41,104715.125,NA,98065.09,96784.64,110086.09,106494.24,87831.695,123892.61,127898.52,131427.33,130573.82,128510.58,108690.195,112216.84,120178.18,108522.36,109453.29,119287.766,132241.27,116037.1,117381.24,92050.38,101195.16,176979.61,119111.34,109563.06,114135.94,112950.984,119697.086
1055,101.0238_0.4781,101.0237968,0.4781379,122471.99,112586.83,112846.81,115492.55,119014.195,115320.03,111706.766,108390.48,123437.64,113250.05,105103.16,110571.22,112346.21,103126.72,109426.49,115518.51,108788.445,109649.63,125090.984,118438.914,118015.52,125860.68,93996.28,111779.02,109532.6,113209.55,112213.75,116165.266,121476.016,115072.195,119587.28,112701.12,129105.93
345,101.0294_0.3215,101.0293768,0.32149076,6636.2046,6805.0684,7138.783,5630.096,7456.335,NA,7787.5986,7504.919,7594.4927,8251.779,7000.599,7820.409,8948.365,10169.941,8826.812,8788.721,7488.666,7470.797,8608.343,7660.1943,7795.1113,9659.396,8747.026,8277.0625,8700.775,6111.624,6851.1665,11990.682,9253.639,7161.4243,8842.679,7004.206,8513.645
1117,101.031_0.4766,101.031013,0.47655594,9494.004,8547.527,8658.02,7888.324,9419.192,8136.0547,8229.951,7593.521,9404.909,9371.131,7438.8506,7016.1724,8172.0806,7615.631,7004.5293,8202.77,8824.8125,8653.748,8815.116,9282.368,8232.875,9580.286,7171.204,8758.964,8239.571,8677.373,8633.881,7984.4155,8154.922,8479.082,8855.811,8759.166,10068.69
1002,103.003_0.4435,103.0029624,0.44353124,4520.2207,5503.039,6064.336,5544.878,5130.7905,6654.931,6015.914,5728.873,5407.9385,5644.169,6453.0176,138355.11,144815.81,107201.47,125705.734,122633.57,98048.31,89971.48,32977.844,32079.13,29320.469,33241.78,105501.15,104372.734,96789.75,32866.582,32008.51,32741.691,33371.656,28690.746,29383.705,30704.479,34472.633
630,103.0384_0.3623,103.0383664,0.36230272,14905.289,16517.436,17539.24,14776.216,19719.168,17290.197,15973.127,16051.921,20082.85,22339.986,15374.25,20806.062,24911.232,22633.482,18837.61,21290.707,18258.979,22226.623,24226.303,18320.91,24648.373,16558.547,20838.006,23128.023,19543.637,21117.494,21270.816,20083.93,17749.943,20409.113,22707.951,20504.596,15782.131
854,103.0396_0.3544,103.0396303,0.3544425,19076.14,18924.652,18406.055,23682.225,21650.729,18125.309,17754.904,19278.055,23637.316,22790.52,17892.006,20806.062,20157.016,20884.375,18837.61,19296.285,15507.079,21071.3,20551.393,18320.91,20348.014,16573.674,19942.162,18339.557,17526.396,22405.793,21270.816,19928.35,18211.693,20409.113,20950.793,19353.479,16666.701
1236,103.0397_0.6197,103.0396803,0.6196753,11429.843,9967.183,12855.381,11482.442,10191.582,11750.683,11358.096,11249.017,11642.332,11921.094,11333.485,12049.568,13099.057,11545.583,11775.72,10901.172,12500.639,12230.078,11952.636,10849.867,11118.909,10974.913,11335.165,11061.373,12551.357,12121.475,13257.588,12597.817,10701.168,11311.07,10977.234,11846.985,10235.4375
1491,103.0399_0.8555,103.0399287,0.8554706,34166.97,35929.832,40659.77,32685.723,31679.195,37305.44,35085.76,37681.727,34375.668,34476.465,32835.03,33399.496,34759.86,36097.387,33879.04,31830.566,32430.488,33688.016,33610.55,35111.06,35754.184,34678.62,32059.37,34261.277,33472.96,35688.137,32912.953,35238.523,31995.611,33527.707,35957.58,32562.033,30597.533
1624,103.0399_1.01,103.0399436,1.0099703,2895.6738,4503.347,3371.4866,3917.4402,5082.2505,5895.618,4466.576,4230.0425,4444.892,4274.3896,4375.231,38267.062,36940.477,29375.85,38049.652,34569.26,30816.254,32402.424,8911.093,9360.434,9519.643,9301.753,35369.363,40683.906,36234.1,11365.7705,8974.694,10566.905,11381.731,11142.563,11456.473,8796.991,9318.21
1530,107.0348_0.9384,107.0348441,0.9384433,7016.958,6526.5664,5935.3,6413.0815,7557.0977,6509.24,6315.195,7387.932,7764.335,6869.1763,6745.3906,5463.1475,6945.5293,5681.934,5998.017,5728.301,5844.429,5892.837,5836,6130.27,7602.6577,7241.1763,6129.9277,6846.7925,6815.7036,6882.4624,7171.687,5762.581,7006.5435,6343.2236,6460.017,6545.863,7789.6787
2147,109.0295_1.8499,109.029469,1.849919,7821.44,5008.6357,4349.5728,6913.996,6584.8423,4441.7075,3265.5432,3263.5344,8325.976,6428.67,4452.0034,20823.402,20479.623,17089.11,15292.362,16110.416,34018.016,25993.943,11558.025,10028.248,8391.061,9514.806,19469.479,15431.362,20540.268,8220.436,7047.783,7079.9,8474.202,9219.374,9984.956,10799.947,8808.977
1070,111.0082_0.5501,111.008181,0.5501338,2405091.5,2284282,2317870.8,2270310,2384023.5,2311444.5,2265719.8,2320181,2307038.2,2325596,2313540.5,2149869.8,2234810.5,2134800.8,2171507.8,2188699.2,2002979.2,2264592,2279887,2345119.2,2302125.2,2300740.8,2209237.8,2293014.2,2261987,2386844.5,2343051.5,2237996.8,2291515.8,2367488.2,2303796.8,2309798.8,2349249.5
719,111.0087_0.3485,111.0086641,0.34849873,1477375.2,1121462.9,1132513.5,1455889.2,1470449.9,1065719.6,1087749.2,1135062.5,1147460.4,1438995.2,1080971.4,704666.94,525798.56,651068,683517.06,763346.2,542529.75,548122.7,1195127.4,1326382.4,1230318.6,1245243,767535,1041286.6,535829.75,1101849.4,1279121.5,1286813,1313991.2,1261110.5,1386746.9,1388013.9,1139832.6
1712,111.0087_1.3341,111.0087133,1.3340629,33802.7,17433.037,19388.475,34263.977,34637.074,20246.896,19256.496,19673.104,38862.97,35468.023,17710.295,31090.035,32872.33,33358.316,26831.818,30463.55,28739.535,31725.09,30098.645,29601.363,29996.693,30135.078,32105.637,34662.49,33952.758,32832.605,29428.006,30341.646,30230.129,29189.545,32886.406,32847.168,33888.25
2609,111.0087_2.2117,111.0087198,2.2116833,13030.059,13898.374,12198.346,12730.478,12678.792,13287.828,11720.635,11919.311,12177.031,12524.653,11850.248,8140.6494,8567.329,7813.134,9599.853,11519.051,5842.956,8487.526,11794.32,11824.241,13857.312,11454.438,11236.404,10683.886,8758.764,10277.622,11461.503,11826.847,12068.7705,12250.528,10582.146,12786.246,11324.195
2205,111.0088_1.9584,111.0087745,1.958386,38610.73,19401.113,24995.229,54163.082,69198.07,24167.729,21804.365,21659.863,40077.945,43669.926,20277.643,19399.406,21246.031,18184.424,20299.873,22019.734,20832.832,21954.252,29454.78,35163.965,36335.35,33888.816,17230.234,18406.66,25377.252,34077.88,35080.688,33821.21,34405.53,28701.36,32771.32,35385.16,32688.041
1958,111.0088_1.6771,111.0088262,1.6771028,865946.94,206996.83,250116.2,903691.56,831479.4,205191.42,226564.66,249360.05,981920.56,897334.2,247324.66,752814.06,835373.3,783430.3,791143.3,771887.8,612634.4,760934.56,814681.8,777274.25,789944.4,811183.1,806506.2,792370.94,822433.4,735707.1,792273.8,724744.56,824018.44,780862.5,788142.44,841208.56,766334.6
729,111.0139_0.3509,111.0139151,0.350877,39629.746,44493.367,30663.785,55010.992,53241.957,NA,50315.457,55048.145,59277.523,47575.586,42779.965,56317.348,57703.773,57211.824,57790.047,62068.84,61353.04,62698.08,60040.1,63247.395,57439.082,63167.727,64019.234,62510.992,62712.45,61878.953,61893.895,46859.06,60690.08,59209.426,55910.21,53987.098,60142.04
1077,111.0148_0.4951,111.014788,0.49509647,63223.35,62832.844,64030.02,61859.742,63722.113,61153.41,69198.44,66273.984,66937.73,65700.5,66743.91,69143.09,64047.883,66548.41,66622.55,64702.285,65239.094,66475.51,62792,65457.28,65190.26,64472.543,62226.438,67591.14,68156.75,68152.76,62090.844,66606.836,64351.727,63289.7,65935.805,63780.734,63426.73
715,111.0152_0.3494,111.015234,0.34944224,64536.29,52811.164,53562.582,61881.082,63969.05,56090.895,55762.883,55048.145,54639.62,65908.61,52471.547,33041.41,27686.887,28568.61,31024.918,36331.234,27608.99,27128.8,44612.938,58026.34,57439.082,45673.984,41129.812,57132.344,27799.56,52507.203,66282.65,62913.473,58201.145,58866.543,51964.227,60763.664,57534.477
1250,111.0156_0.6661,111.0155521,0.6661283,65895.66,52521.8,65385.6,54749.875,57140.395,66361.85,60510.812,47330.746,58115.02,54681.613,54104.176,53514.484,33095.215,65064.965,55647.074,60581.45,48951.215,65355.543,52030.62,65217.43,69319.78,64308.953,55897.55,59048.516,60095.184,64744.16,65012.375,67488.28,55844.03,55155.562,68216.97,51756.348,67284.01
1957,111.0157_1.6749,111.0156767,1.6749448,51462.957,14800.314,16481.139,43572,48559.234,13723.004,14962.893,16255.779,49740.926,44682.965,16491.457,40009.85,42795.273,45899.93,16645.996,44897.77,34495.83,43487.605,42736.12,43933.574,39666.45,45732.305,42440.586,40320.035,45953.24,34702.527,43403.504,35847.59,47262.64,37401.99,43547.16,42289.152,45071.875
1814,111.0163_1.5561,111.01627,1.5560557,9290.335,8143.3403,8316.458,9345.98,10831.613,8910.238,10018.017,7786.944,9571.274,8834.291,7675.268,8336.378,9400.656,8044.6025,8654.148,7990.39,8853.833,8016.006,9802.658,8603.184,9477.133,8718.515,9689.67,7914.149,9369.105,7896.7144,8444.107,8386.96,9792.769,8679.089,7728.698,9030.25,8175.2573
1229,111.0332_0.6322,111.0331786,0.632178,98500.734,99447.93,94792.086,95720.125,97035.27,100321.9,99770.06,93913.05,94235,97427.42,97075.21,93211.98,94759.3,90070.72,94523.664,93477.74,91824.5,93868.86,80913.4,97737.76,93274.93,98495.56,96367.086,93294.66,93939.305,87481.36,95327.74,94611.38,97223.96,91641.445,98209.52,89940.26,96731.27
708,112.0116_0.3425,112.0115866,0.34248912,83927.625,61832.535,66171.89,79691.74,81861.33,64186.223,62249.586,60213.098,77601.57,79267.56,65252,69286.78,71958.266,69628.29,71811.36,76229.43,69370.086,72660.49,67537.58,72613.77,72610.57,71258.35,77080.945,75116.766,75596.734,71600.21,74909.09,74451.94,75536.35,69268.86,78517.96,71374.83,62682.785
1964,112.0121_1.6747,112.0120994,1.6747127,50423.543,13203.2295,12849.108,52002.457,51027.73,10922.7,11371.884,15725.8545,66835.016,52958.08,13705.393,45944.926,50201.273,48373.965,48020.453,45381.63,40593.098,42488.676,45289.12,43838.54,44959.84,44731.133,42777.58,42113.6,45032.395,42856.742,46312.867,40526.05,48845.105,43730.492,45313.4,46531.14,39888.13
721,113.0129_0.3498,113.0128822,0.34978956,9896.706,7045.9116,8898.162,10249.374,11145.41,9691.219,7084.161,6953.3623,10112.114,9099.6455,10669.16,7790.501,4619.2705,4249.959,4210.601,5727.0015,4154.7383,5154.935,7956.1255,11009.592,7930.127,7147.4814,143489.64,5870.5347,4047.684,8345.003,8608.644,8612.009,11077.709,7466.3506,7640.1353,9953.369,8470.423
1951,113.0131_1.6741,113.0131085,1.6741335,6764.674,2585.7585,1973.3341,6167.1567,6279.2983,1843.5215,2056.6768,2193.114,7678.1714,5509.5244,1857.1609,7793.6245,5946.231,6319.4155,6171.8394,6462.0586,3788.6738,5526.2236,5522.141,4852.592,7394.488,6157.9946,6052.255,5081.28,5970.301,5306.4766,6724.1587,4883.227,4849.5586,4716.912,4605.2583,5624.658,4643.35
370,113.0221_0.3115,113.0220704,0.31151792,135056.47,120521.8,102824.914,79546.625,147894.66,NA,147956.36,139810.98,147176.95,155324.86,129293.39,174442.53,173229.88,167786.08,180659.94,174699.95,90212.33,95129.4,163358.14,100870.77,167604.94,163839.5,159135.6,148440.47,123746.66,83117.02,67009.43,117622.68,175965.34,163982.56,155167.75,146959.14,150402.72
447,113.03_0.342,113.0300154,0.34204456,NA,NA,5383.797,7721.8857,6378.247,NA,5564.4663,NA,5930.2485,6635.149,5053.375,11749.065,12031.546,13241.968,12390.189,13555.748,7277.64,7984.061,5643.88,7898.1694,5776.754,8734.944,11433.987,10990.154,8798.577,6975.706,7520.0293,8298.604,7951.903,5817.7173,6760.672,5589.3003,6680.26
1017,113.0313_0.4599,113.031321,0.45991904,7682.133,6886.306,6861.3394,7721.8857,6861.6943,7195.2314,7430.912,7135.6304,7630.442,7761.859,7464.3076,7595.5767,8154.167,7373.797,8016.86,8890.028,7496.3403,7747.967,7869.3022,8036.154,7982.0723,8493.485,7653.9326,7993.8184,7863.892,7865.1846,7236.9956,7188.645,7389.0757,8171.536,7577.166,7328.4097,8747.391
813,115.0031_0.3715,115.0031146,0.37154475,670697.9,613303.44,614680,698703.5,667972.6,428716.5,641648.7,601543.06,675862.44,672758.6,620178.75,623353.3,633973.5,619964.75,667031.06,650857.1,651094.4,655614.2,641527.6,658177.9,644188.44,646631.56,658035.6,664046.25,639280.56,654665.94,649049.2,666662.5,657476.9,654881.75,659955.8,634659.94,644971.56
1317,115.0035_0.7176,115.0035431,0.71756756,38882.66,32542.62,38245.73,37680.06,33972.098,36074.043,36967.348,38803.477,39739.324,33959.566,35604.336,34369.19,41161.17,33445.504,30230.748,28906.455,26803.898,27863.324,35841.703,31566.41,39589.535,35677.94,24583.992,27211.799,28609.658,36826.477,30924.336,32739.543,34283.188,38157.06,33569.777,38702.14,37648.918
1535,115.0036_0.902,115.0035808,0.90201735,26421.752,25507.283,29142.602,26146.389,26746.049,28539.148,27469.072,30962.564,27729.281,28842.8,26828.604,24989.713,25038.342,25095.768,25708.62,26772.877,25339.61,26038.28,26930.998,27722.273,27570.883,24682.496,26028.47,23635.623,28096.803,27383.541,25803.45,28014.701,24520.178,29404.932,26197.078,25074.502,24941.273
1672,115.0036_1.1015,115.0035994,1.1014607,53988.56,23813.023,25627.666,48732.207,53968.39,22913.64,22368.25,29647.8,57107.88,47375.473,23433.559,41577.99,54156.305,53911.543,61314.04,61029.723,50162.793,55508.57,49128.445,51542.133,51588.535,52576.07,53403.445,58822.82,56496.78,51935.445,47510.285,48875.023,50582.78,49285.46,45745.457,54535.137,46628.87
1838,115.0037_1.5429,115.0036535,1.5429232,9693.792,9942.284,9955.288,9559.342,9331.291,10494.011,10949.727,10380.649,9645.539,9104.045,11349.5,10449.942,8719.554,8030.471,8907.392,9052.255,8357.085,9287.45,9251.134,9525.07,9517.341,8753.512,10452.883,8951.918,9874.492,9833.201,9652.03,10951.68,9468.046,9135.675,9267.265,11491.32,10030.823
851,115.0096_0.3808,115.0096324,0.3808426,41178.93,34923.906,32197.797,35554.938,35721.996,32349.15,35657.344,31202.473,36653.94,39195.742,33262.76,32035.521,33440.227,35374.613,33122.32,32033.68,38115.125,35589.06,33728.62,35766.504,34578.105,35945.832,34850.953,34345.3,35625.836,38730.004,36903.426,35053,37467.387,35536.984,33945.88,32662.574,38593.125
968,115.0104_0.3883,115.010351,0.3882593,38280,34923.906,32197.797,34483.348,26464.717,32349.15,35657.344,31202.473,36653.94,39195.742,33262.76,30683.984,29253.844,32671.22,31263.127,30333.055,29480.77,30779.643,33728.62,33533.234,34578.105,35078.29,33431,32302.803,32491.25,38730.004,35520.55,34850.336,36983.582,32597.307,32434.22,32662.574,38593.125
1372,115.0399_0.7668,115.039925,0.76682544,7544.297,6067.8657,5621.089,7399.0693,6553.5645,5549.1206,6013.283,4764.602,6173.6533,5231.392,5863.9927,8986.183,9511.317,7729.7476,7692.7896,8676.975,7957.077,7883.667,5881.513,7101.2056,8108.5586,8208.1,7772.1274,8473.528,7197.7695,6506.7686,7453.5293,6940.5273,6795.5317,7646.36,7605.036,7871.635,6993.89
1631,115.04_1.0671,115.0400003,1.0670594,2170.341,2615.3794,2817.7266,2345.2803,3256.044,2849.9414,2706.792,2038.377,2020.6166,2909.3462,1969.2935,13099.571,15309.009,13414.67,14401.915,15194.5625,20562.078,18524.945,5188.9287,6001.0806,5611.6416,5271.92,17356.072,17132.982,21693.744,5012.672,6070.3706,4831.9727,5029.7144,4677.132,6065.061,4678.711,5169.1025
2530,115.04_2.1988,115.0400242,2.1988215,11039.338,16614.908,14979.276,11721.419,17240.434,14553.255,12251.115,15180.351,12376.405,10890.397,13056.215,10851.562,12922.982,9761.072,10484.116,11210.075,9635.36,10793.522,12676.187,11068.471,12109.27,13299.947,10340.125,10809.071,11252.243,13175.718,11074.95,13445.539,10812.764,15326.874,12926.331,15124.429,11720.675
4217,115.0401_3.6659,115.0400993,3.6658576,1398.635,1150.2407,2148.9543,1633.8645,1120.7144,1273.4518,NA,1165.7026,NA,1312.7422,1197.584,39174.664,39282.266,38123.695,38430.832,36959.516,12835.206,11879.287,6860.128,6914.363,6379.1226,7916.1006,12531.557,12544.542,16980.277,5873.4546,6050.7373,6479.2876,7136.3174,7309.722,7140.5513,6261.653,5944.0625
795,116.0063_0.3786,116.0062996,0.3786408,34223.008,31173.875,31374.588,36246.227,32227.1,30613.48,29970.691,29660.217,35306.562,34010.125,34540.61,31322.31,31599.414,31437.686,33439.676,33913.82,30966.594,34675.855,33960.234,33153.33,31768.834,34309.098,32277.027,33575.445,33706.754,32120.55,33455.797,31348.047,33651.996,33906.812,31727.562,32053.488,31229.264
1095,116.0345_0.4908,116.0344657,0.49082002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54685.15,47597.496,36705.176,44126.688,52282.57,37782.914,38285.383,11200.833,12118.307,11393.108,12268.584,34816.754,34886.195,43374.566,11247.803,10235.111,12671.355,10823.687,10641.329,9781.2,11987.054,12099.142
1570,116.0352_0.9495,116.0352285,0.9495102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26529.621,23078.73,22411.8,23959.758,25428.146,26553.234,28571.922,7646.497,7358.224,5510.6543,6309.3604,26718.96,26807.635,30112.818,8077.974,6038.716,6661.9805,7812.5786,7298.177,5625.9834,7782.6875,8025.4844
1019,117.0063_0.4101,117.0063081,0.41011474,1920.1055,1901.3507,6147.016,6493.668,6736.0845,4527.0317,6286.5,6894.9316,4651.4844,5823.385,4174.1274,244413.69,290213.3,6285.967,252352.97,248813.84,7084.629,242724.61,6545.0312,5247.048,6690.698,7027.758,212396.73,247801.69,240914.92,5738.496,4192.4756,5875.46,6047.2246,6559.6855,6822.7646,5686.949,8825.687
844,117.0076_0.3818,117.0075797,0.38176972,7684.317,7300.5386,6717.792,7448.01,7842.9795,6613.452,7158.534,7041.8276,8619.253,8419.915,7314.076,7308.03,7438.0645,7789.1724,6581.9014,7558.8516,7084.629,6119.6714,7351.59,7383.8623,7559.449,6321.038,31201.277,7924.433,6624.819,7057.632,7483.6143,8112.383,6895.7373,7655.5557,7092.491,7265.2114,6336.6987
740,117.0178_0.3615,117.0178274,0.36149016,140859.81,145542.3,149390.14,143324.84,157074.95,138724.08,135928.38,153279.19,183787.19,172897.38,139281.36,389479.44,428483.6,337263.38,383687.2,396708,227623.02,352806.28,224578.6,209769.72,212190.48,195321.7,366491.4,393157.47,372376.44,209446.36,197851.78,187570.12,202975.6,190069.03,226832.34,233313.23,193327.66
762,117.019_0.3477,117.0190457,0.34772843,177042.47,145542.3,157096.8,189977.52,171556.83,138724.08,146147.06,153279.19,183149.86,172095.61,149971.73,280366.2,220461.25,226179.12,236009.31,268504.12,191815.64,234017.5,224578.6,200696.6,234213.03,167990.12,263977.62,368481.78,228285.34,227144.6,204228.94,209387.73,202975.6,218990.47,205897.69,233313.23,193327.66
1390,117.0193_0.78,117.0192568,0.78003603,208851.06,207904.17,183340.45,194287.33,200518.94,192113.19,193124.45,183787.14,183451.86,197652.58,191739.66,459087.44,428928.44,372458.16,420842.6,431097.44,369595.25,339976.53,236811.9,276161.94,234152.3,276978.78,354850.22,355204.38,371980.97,249488.77,249864.75,257662.95,283140.06,252873.83,252571.53,240596.9,272988.97
746,117.0251_0.3573,117.0250652,0.3573386,5835.065,4424,9601.664,9547.42,12320.375,NA,9026.915,8867.027,12269.879,11906.165,10132.39,23273.84,23897.848,22979.604,22608.654,25193.568,21408.375,22515.809,14724.3125,15912.569,16104.047,13670.741,22265.523,20639.826,22968.355,15991.412,12667.233,12616.845,13598.048,14481.405,14348.605,15441.28,13563.159
936,117.0265_0.3557,117.0264892,0.35569838,12580.859,10399.23,11816.427,13112.551,12872.108,11729.081,10737.25,11769.14,13797.65,12942.5205,11305.756,23273.84,18988.047,19803.857,18554.275,18359.096,13986.087,22515.809,15171.598,15912.569,16833.707,11316.167,17844.957,22334.785,17243.576,15991.412,14143.918,14367.411,13079.86,15444.315,12994.12,15441.28,13563.159
1386,117.0269_0.7784,117.0268968,0.7784123,15192.488,15252.997,13555.433,14114.491,13704.534,14761.302,14251.227,14286.805,11563.556,14331.887,12947.236,25238.363,26908.959,23458.385,26170.63,24575.016,21853.678,20189.502,14656.733,17362.25,15474,17865.846,21499.08,18601.705,21535.604,16516.11,16270.472,17427.795,18157.977,16369.678,17237.951,15386.529,17207.215
2118,117.0557_1.817,117.0556827,1.8169938,15558.086,20274.34,16679.104,17118.092,16477.045,15183.173,16864.955,14547.986,18465.025,19141.613,18315.041,15501.088,22578.686,17290.582,19470.674,15978.372,14734.967,18924.14,16642.54,18057.363,12785.724,18643.812,16235.569,17947.736,17589.678,14148.961,18609.375,15307.523,15629.703,18933.496,15433.502,15881.703,17916.13
2210,117.0557_1.9458,117.0557179,1.9458324,1240.111,1463.6,2155.1406,1768.893,1662.3032,1404.0847,1682.4084,1846.9067,1319.8999,1703.978,1104.8463,23106.771,16977.596,15566.269,25669.467,18681.629,20178.389,20226.658,4788.814,5734.208,3781.596,5008.5225,22349.893,20083.773,27019.943,5536.4736,4076.293,5257.524,6048.615,5551.9414,5880.1587,8592.38,7772.652
726,118.022_0.3525,118.0219777,0.35245302,9603.797,7399.703,8441.797,10205.25,9644.813,7244.219,6913.8564,7843.894,10634.659,8625.259,8714.852,20055.44,23399.105,18260.717,17288.207,16837.97,18099.492,19955.88,11612.826,8597.302,11871.458,9721.801,15081.663,19863.016,15448.066,12491.419,10080.734,10900.414,8818.182,11449.22,11811.12,11251.348,10329.6875
1407,118.0226_0.7798,118.0226116,0.779803,9477.565,12799.337,9221.154,8325.334,12327.621,8432.232,8916.005,8962.192,9298.848,10239.518,12812.081,20699.662,24366.664,19561.229,20512.611,23498.186,18284.957,16280.159,10681.464,15098.699,12368.09,16051.896,20724.295,19331.727,18975.467,11331.647,11074.853,13310.117,15852.082,11949.224,12739.521,10812.352,12362.446
2256,123.0451_1.9975,123.0451036,1.9974624,NA,NA,NA,1252.4614,1302.6267,NA,NA,NA,NA,1399.2021,1301.0367,5307.282,4883.7485,4690.999,7022.3633,6334.8477,13007.009,13163.414,2404.084,1995.7263,2689.1907,1753.5201,7880.6577,7171.9204,8614.55,2382.0127,1706.0613,2314.7212,2133.014,2026.6744,2280.0803,2213.946,1776.3365
627,125.0006_0.343,125.0006434,0.342998,5885.01,1384.2404,1790.3727,11986.957,12430.178,1216.3088,1625.848,NA,6410.158,6919.356,1979.2612,1535.5963,NA,NA,NA,1168.4886,NA,1182.2688,3148.647,2048.8347,2770.168,3272.8994,1222.1641,1382.1947,NA,3256.285,3952.004,3935.5918,4700.004,3171.3257,3305.473,3006.4207,2340.6016
784,125.0224_0.3609,125.0224032,0.3609122,7645.9136,9982,5937.2773,7665.8164,8166,4173.46,6870.793,8998.119,7822.879,8278.94,9334.526,9034.725,9094.133,8216.262,8821.953,9256.77,8154.124,9604.855,9275.431,7266.5083,8780.94,8452.414,7622.0503,9812.882,9861.492,7978.7715,5980.779,8032.081,8125.488,8666.833,7676.0454,8398.529,7301.1304
1404,125.0243_0.7922,125.0243164,0.79220426,19896.713,21683.078,21349.557,21550.215,20243.102,22141.9,21690.31,24685.357,22889.639,22402.24,20983.682,13538.589,13570.189,12062.6455,12237.851,13220.864,11932.399,14007.565,19925.752,19739.82,18474.766,17153.723,14490.058,15152.063,13944.9375,21383.387,18375.748,20311.164,20474.951,18078.883,20781.322,19590.81,18940.574
1795,125.0244_1.5476,125.024431,1.5475703,70089.016,71857.83,78433.36,72387.875,69219.734,83496.8,76887.52,70787.72,69326.92,70521.95,73819.71,58124.47,67097.695,61133.16,61622.523,64726.42,56945.688,65923.54,77599.96,63320.973,64174.13,64035.867,73858.8,62032.05,66783.84,72810.62,71557.91,61579.023,67193.85,73283.16,67375.59,71680.1,69801.16
2080,125.0244_1.7927,125.0244385,1.7926972,132402.56,145077.4,138686.75,149718.25,133652.64,149106.58,152794.4,139147.62,146053.64,145202.38,152609.48,52505.59,60355.414,56490.97,54496.324,57976.977,64800.844,84351.734,126996.88,125905.98,124524.59,122564.23,84593.32,92822.18,90808.32,122594.1,130772.19,123009.62,127222.39,124504.47,132757.1,123405.55,115550.164
2083,125.0324_1.7927,125.0323993,1.7926755,11333.061,10499.75,9929.101,9681.649,10221.472,11226.962,11054.278,11549.493,9801.535,8963.139,10687.254,4223.0625,4812.8823,4766.743,3939.4124,3914.4329,5712.5015,7178.53,11050.249,9232.534,8996.777,7569.5225,5983.1743,7109.3174,7237.1885,9712.926,8735.206,8439.677,9309.904,9993.938,9194.788,9395.534,9048.147
1196,126.9352_0.592,126.9351847,0.5919524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10018.708,8703.633,6778.223,7182.6626,8355.384,3399.6147,4565.983,1364.4633,2756.9717,1950.2458,1840.9707,3180.1086,3617.0488,4339.584,1154.171,1586.7351,1719.6193,1450.6658,1365.3256,2357.1692,1973.107,1512.1693
1661,127.04_1.0948,127.039954,1.0948403,1153.2646,1949.252,1953.1218,1826.1063,1792.0912,1565.7152,1977.9246,2292.0789,1915.4165,2011.4817,1637.5862,10942.801,11582.18,7306.1763,7296.241,8697.136,6065.215,6431.6714,3178.7185,3795.2654000000002,2731.4993,2531.2673,6339.373,6146.125,6326.5815,2787.6506,3190.859,2500.8962,3974.154,3485.0535,3072.405,2031.1498,2836.133
1166,129.0187_0.4854,129.0186879,0.48542848,350544.44,325740.06,341956.7,338786.84,350080.4,338178.84,329805.3,339411.88,365760.94,346460.84,337593.22,332763.7,335372.47,329378.56,330982.6,332138.28,312636.8,333645.53,341398.3,336616.12,358585.44,317717,305528.94,194564.27,337688.9,341923.88,356383,339655.47,334332.3,330592.56,347413.47,327730.97,347342.03
1216,129.0191_0.6312,129.0190994,0.631208,229561.55,227267.25,237437.11,241390.02,230965.12,237860.05,236267.4,235755.03,237275.16,242073.78,234036.62,209430.73,232637.4,226297.06,229299.27,219477.61,218956.3,226343.5,238885.39,235506.78,233029.3,224337.52,221737.33,229721.94,225191.08,240544.5,229622.81,228152.73,219060.48,231164.28,240812.2,238051.61,222048.69
